,dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper,iters
1367,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.47058823529411764,0.5028452845140673,68,0.3510694978254495,0.5901069727627858,3.0
1368,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.5,0.5037175233040658,68,0.38027394453082086,0.6197260554691791,4.0
1369,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.4852941176470588,0.5034996052651828,68,0.36561985800789154,0.6049683772862261,5.0
1372,Hi-ToM,Teller_Knowledge_Container_Public_Claim,Mixed-A Reflection T5,Reflection,Mixed,0.47058823529411764,0.5028452845140673,68,0.3510694978254495,0.5901069727627858,5.0
1374,Hi-ToM,Teller_Knowledge_Container_Public_Claim,Mixed-B Reflection T5,Reflection,Mixed,0.5588235294117647,0.500219442626321,68,0.43992891494251785,0.6777181438810116,5.0
1395,Hi-ToM,Teller_Lie_Private_Communication,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.8863636363636364,0.31857812139403224,132,0.8320154504048143,0.9407118223224584,1.0
1396,Hi-ToM,Teller_Lie_Private_Communication,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.803030303030303,0.3992243230859298,132,0.7349241893542702,0.8711364167063358,2.0
1397,Hi-ToM,Teller_Lie_Private_Communication,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.9166666666666666,0.27743829976792506,132,0.8693367739486507,0.9639965593846825,3.0
1398,Hi-ToM,Teller_Lie_Private_Communication,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.8484848484848485,0.35991620069733504,132,0.7870845472981334,0.9098851496715636,4.0
1399,Hi-ToM,Teller_Lie_Private_Communication,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.8484848484848485,0.359916200697335,132,0.7870845472981334,0.9098851496715636,5.0
1420,Hi-ToM,Teller_Lie_Private_Communication,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.8484848484848485,0.35991620069733493,132,0.7870845472981334,0.9098851496715636,1.0
1421,Hi-ToM,Teller_Lie_Private_Communication,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.8560606060606061,0.3523655232109428,132,0.7959484210268454,0.9161727910943668,2.0
1422,Hi-ToM,Teller_Lie_Private_Communication,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.8484848484848485,0.35991620069733504,132,0.7870845472981334,0.9098851496715636,3.0
1423,Hi-ToM,Teller_Lie_Private_Communication,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.8484848484848485,0.359916200697335,132,0.7870845472981334,0.9098851496715636,4.0
1424,Hi-ToM,Teller_Lie_Private_Communication,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.8181818181818182,0.38716392603275496,132,0.7521331612417188,0.8842304751219177,5.0
1427,Hi-ToM,Teller_Lie_Private_Communication,Mixed-A Reflection T5,Reflection,Mixed,0.9015151515151515,0.29910422204733544,132,0.8504891368919079,0.9525411661383951,5.0
1429,Hi-ToM,Teller_Lie_Private_Communication,Mixed-B Reflection T5,Reflection,Mixed,0.7803030303030303,0.4156186217788769,132,0.7094001131612417,0.8512059474448188,5.0
1450,Hi-ToM,Teller_Lie_Public_Claim,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.8823529411764706,0.32458523544031886,68,0.8052039278804892,0.9595019544724519,1.0
1451,Hi-ToM,Teller_Lie_Public_Claim,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.9117647058823529,0.2857456398198083,68,0.8438472784743509,0.9796821332903549,2.0
1452,Hi-ToM,Teller_Lie_Public_Claim,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.8235294117647058,0.38405442985621996,68,0.732245468195418,0.9148133553339937,3.0
1453,Hi-ToM,Teller_Lie_Public_Claim,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.8823529411764706,0.32458523544031886,68,0.8052039278804892,0.9595019544724519,4.0
1454,Hi-ToM,Teller_Lie_Public_Claim,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.9117647058823529,0.2857456398198083,68,0.8438472784743509,0.9796821332903549,5.0
1475,Hi-ToM,Teller_Lie_Public_Claim,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.8823529411764706,0.32458523544031886,68,0.8052039278804892,0.9595019544724519,1.0
1476,Hi-ToM,Teller_Lie_Public_Claim,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.8970588235294118,0.3061414112013051,68,0.8242936289845025,0.9698240180743211,2.0
1477,Hi-ToM,Teller_Lie_Public_Claim,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.8823529411764706,0.32458523544031886,68,0.8052039278804892,0.9595019544724519,3.0
1478,Hi-ToM,Teller_Lie_Public_Claim,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.8676470588235294,0.3413936216694646,68,0.7865029457168089,0.94879117193025,4.0
1479,Hi-ToM,Teller_Lie_Public_Claim,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.8823529411764706,0.3245852354403189,68,0.8052039278804892,0.9595019544724519,5.0
1482,Hi-ToM,Teller_Lie_Public_Claim,Mixed-A Reflection T5,Reflection,Mixed,0.9264705882352942,0.26294409317754647,68,0.8639727444466347,0.9889684320239536,5.0
1484,Hi-ToM,Teller_Lie_Public_Claim,Mixed-B Reflection T5,Reflection,Mixed,0.8823529411764706,0.3245852354403189,68,0.8052039278804892,0.9595019544724519,5.0
